x	y
-4.174000	-0.283108
-4.173000	-0.267058
-4.172000	-0.250938
-4.171000	-0.234751
-4.170000	-0.218504
-4.169000	-0.202199
-4.168000	-0.185842
-4.167000	-0.169437
-4.166000	-0.152990
-4.165000	-0.136503
-4.164000	-0.119983
-4.163000	-0.103433
-4.162000	-0.086859
-4.161000	-0.070265
-4.160000	-0.053655
-4.159000	-0.037034
-4.158000	-0.020407
-4.157000	-0.003779
-4.156000	0.012847
-4.155000	0.029465
-4.154000	0.046071
-4.153000	0.062660
-4.152000	0.079228
-4.151000	0.095770
-4.150000	0.112282
-4.149000	0.128759
-4.148000	0.145196
-4.147000	0.161590
-4.146000	0.177935
-4.145000	0.194227
-4.144000	0.210462
-4.143000	0.226635
-4.142000	0.242742
-4.141000	0.258778
-4.140000	0.274740
-4.139000	0.290622
-4.138000	0.306421
-4.137000	0.322132
-4.136000	0.337752
-4.135000	0.353275
-4.134000	0.368697
-4.133000	0.384015
-4.132000	0.399225
-4.131000	0.414322
-4.130000	0.429301
-4.129000	0.444161
-4.128000	0.458895
-4.127000	0.473501
-4.126000	0.487974
-4.125000	0.502311
-4.124000	0.516507
-4.123000	0.530560
-4.122000	0.544465
-4.121000	0.558219
-4.120000	0.571817
-4.119000	0.585257
-4.118000	0.598535
-4.117000	0.611647
-4.116000	0.624591
-4.115000	0.637361
-4.114000	0.649956
-4.113000	0.662373
-4.112000	0.674606
-4.111000	0.686655
-4.110000	0.698514
-4.109000	0.710182
-4.108000	0.721656
-4.107000	0.732932
-4.106000	0.744007
-4.105000	0.754879
-4.104000	0.765544
-4.103000	0.776001
-4.102000	0.786247
-4.101000	0.796278
-4.100000	0.806092
-4.099000	0.815688
-4.098000	0.825062
-4.097000	0.834211
-4.096000	0.843135
-4.095000	0.851830
-4.094000	0.860295
-4.093000	0.868526
-4.092000	0.876523
-4.091000	0.884283
-4.090000	0.891805
-4.089000	0.899086
-4.088000	0.906125
-4.087000	0.912920
-4.086000	0.919469
-4.085000	0.925771
-4.084000	0.931824
-4.083000	0.937627
-4.082000	0.943179
-4.081000	0.948478
-4.080000	0.953523
-4.079000	0.958313
-4.078000	0.962846
-4.077000	0.967123
-4.076000	0.971141
-4.075000	0.974899
-4.074000	0.978399
-4.073000	0.981637
-4.072000	0.984614
-4.071000	0.987329
-4.070000	0.989782
-4.069000	0.991972
-4.068000	0.993898
-4.067000	0.995561
-4.066000	0.996960
-4.065000	0.998095
-4.064000	0.998966
-4.063000	0.999573
-4.062000	0.999916
-4.061000	0.999995
-4.060000	0.999809
-4.059000	0.999361
-4.058000	0.998649
-4.057000	0.997674
-4.056000	0.996436
-4.055000	0.994937
-4.054000	0.993176
-4.053000	0.991155
-4.052000	0.988873
-4.051000	0.986333
-4.050000	0.983534
-4.049000	0.980478
-4.048000	0.977165
-4.047000	0.973597
-4.046000	0.969775
-4.045000	0.965699
-4.044000	0.961372
-4.043000	0.956795
-4.042000	0.951968
-4.041000	0.946894
-4.040000	0.941574
-4.039000	0.936009
-4.038000	0.930202
-4.037000	0.924153
-4.036000	0.917864
-4.035000	0.911338
-4.034000	0.904577
-4.033000	0.897581
-4.032000	0.890354
-4.031000	0.882897
-4.030000	0.875212
-4.029000	0.867302
-4.028000	0.859168
-4.027000	0.850813
-4.026000	0.842240
-4.025000	0.833451
-4.024000	0.824448
-4.023000	0.815233
-4.022000	0.805810
-4.021000	0.796180
-4.020000	0.786347
-4.019000	0.776313
-4.018000	0.766081
-4.017000	0.755654
-4.016000	0.745034
-4.015000	0.734224
-4.014000	0.723228
-4.013000	0.712049
-4.012000	0.700688
-4.011000	0.689150
-4.010000	0.677438
-4.009000	0.665554
-4.008000	0.653502
-4.007000	0.641285
-4.006000	0.628906
-4.005000	0.616369
-4.004000	0.603677
-4.003000	0.590833
-4.002000	0.577841
-4.001000	0.564705
-4.000000	0.551427
-3.999000	0.538011
-3.998000	0.524461
-3.997000	0.510780
-3.996000	0.496972
-3.995000	0.483040
-3.994000	0.468989
-3.993000	0.454821
-3.992000	0.440541
-3.991000	0.426152
-3.990000	0.411659
-3.989000	0.397064
-3.988000	0.382371
-3.987000	0.367586
-3.986000	0.352710
-3.985000	0.337748
-3.984000	0.322704
-3.983000	0.307583
-3.982000	0.292387
-3.981000	0.277120
-3.980000	0.261787
-3.979000	0.246392
-3.978000	0.230938
-3.977000	0.215429
-3.976000	0.199870
-3.975000	0.184264
-3.974000	0.168616
-3.973000	0.152929
-3.972000	0.137207
-3.971000	0.121455
-3.970000	0.105676
-3.969000	0.089874
-3.968000	0.074054
-3.967000	0.058219
-3.966000	0.042373
-3.965000	0.026520
-3.964000	0.010665
-3.963000	-0.005189
-3.962000	-0.021037
-3.961000	-0.036876
-3.960000	-0.052702
-3.959000	-0.068511
-3.958000	-0.084298
-3.957000	-0.100061
-3.956000	-0.115794
-3.955000	-0.131495
-3.954000	-0.147158
-3.953000	-0.162781
-3.952000	-0.178359
-3.951000	-0.193889
-3.950000	-0.209366
-3.949000	-0.224787
-3.948000	-0.240148
-3.947000	-0.255446
-3.946000	-0.270675
-3.945000	-0.285834
-3.944000	-0.300917
-3.943000	-0.315922
-3.942000	-0.330845
-3.941000	-0.345681
-3.940000	-0.360428
-3.939000	-0.375081
-3.938000	-0.389638
-3.937000	-0.404094
-3.936000	-0.418447
-3.935000	-0.432692
-3.934000	-0.446826
-3.933000	-0.460846
-3.932000	-0.474749
-3.931000	-0.488530
-3.930000	-0.502188
-3.929000	-0.515717
-3.928000	-0.529116
-3.927000	-0.542381
-3.926000	-0.555509
-3.925000	-0.568496
-3.924000	-0.581340
-3.923000	-0.594037
-3.922000	-0.606585
-3.921000	-0.618981
-3.920000	-0.631221
-3.919000	-0.643303
-3.918000	-0.655224
-3.917000	-0.666980
-3.916000	-0.678570
-3.915000	-0.689991
-3.914000	-0.701239
-3.913000	-0.712313
-3.912000	-0.723210
-3.911000	-0.733926
-3.910000	-0.744461
-3.909000	-0.754810
-3.908000	-0.764972
-3.907000	-0.774945
-3.906000	-0.784726
-3.905000	-0.794313
-3.904000	-0.803704
-3.903000	-0.812897
-3.902000	-0.821889
-3.901000	-0.830678
-3.900000	-0.839263
-3.899000	-0.847642
-3.898000	-0.855812
-3.897000	-0.863772
-3.896000	-0.871520
-3.895000	-0.879055
-3.894000	-0.886375
-3.893000	-0.893477
-3.892000	-0.900361
-3.891000	-0.907025
-3.890000	-0.913468
-3.889000	-0.919688
-3.888000	-0.925684
-3.887000	-0.931454
-3.886000	-0.936998
-3.885000	-0.942314
-3.884000	-0.947401
-3.883000	-0.952258
-3.882000	-0.956884
-3.881000	-0.961278
-3.880000	-0.965440
-3.879000	-0.969368
-3.878000	-0.973062
-3.877000	-0.976520
-3.876000	-0.979743
-3.875000	-0.982730
-3.874000	-0.985479
-3.873000	-0.987992
-3.872000	-0.990266
-3.871000	-0.992303
-3.870000	-0.994101
-3.869000	-0.995661
-3.868000	-0.996981
-3.867000	-0.998063
-3.866000	-0.998906
-3.865000	-0.999510
-3.864000	-0.999874
-3.863000	-1.000000
-3.862000	-0.999887
-3.861000	-0.999535
-3.860000	-0.998945
-3.859000	-0.998118
-3.858000	-0.997052
-3.857000	-0.995750
-3.856000	-0.994210
-3.855000	-0.992435
-3.854000	-0.990424
-3.853000	-0.988179
-3.852000	-0.985699
-3.851000	-0.982986
-3.850000	-0.980041
-3.849000	-0.976864
-3.848000	-0.973456
-3.847000	-0.969818
-3.846000	-0.965952
-3.845000	-0.961858
-3.844000	-0.957538
-3.843000	-0.952993
-3.842000	-0.948223
-3.841000	-0.943231
-3.840000	-0.938018
-3.839000	-0.932585
-3.838000	-0.926933
-3.837000	-0.921064
-3.836000	-0.914980
-3.835000	-0.908682
-3.834000	-0.902172
-3.833000	-0.895451
-3.832000	-0.888522
-3.831000	-0.881386
-3.830000	-0.874045
-3.829000	-0.866500
-3.828000	-0.858755
-3.827000	-0.850810
-3.826000	-0.842667
-3.825000	-0.834330
-3.824000	-0.825799
-3.823000	-0.817078
-3.822000	-0.808168
-3.821000	-0.799071
-3.820000	-0.789790
-3.819000	-0.780327
-3.818000	-0.770684
-3.817000	-0.760864
-3.816000	-0.750870
-3.815000	-0.740703
-3.814000	-0.730366
-3.813000	-0.719862
-3.812000	-0.709194
-3.811000	-0.698363
-3.810000	-0.687373
-3.809000	-0.676226
-3.808000	-0.664926
-3.807000	-0.653473
-3.806000	-0.641873
-3.805000	-0.630127
-3.804000	-0.618237
-3.803000	-0.606208
-3.802000	-0.594042
-3.801000	-0.581741
-3.800000	-0.569310
-3.799000	-0.556750
-3.798000	-0.544065
-3.797000	-0.531257
-3.796000	-0.518331
-3.795000	-0.505288
-3.794000	-0.492133
-3.793000	-0.478867
-3.792000	-0.465495
