x	y
1.733112	-0.688874
1.752431	-0.636374
1.770161	-0.583335
1.786287	-0.529805
1.800795	-0.475833
1.813673	-0.421467
1.824911	-0.366757
1.834499	-0.311752
1.842431	-0.256503
1.848699	-0.201058
1.853300	-0.145468
1.856230	-0.089783
1.857488	-0.034053
1.857074	0.021672
1.854988	0.077341
1.851235	0.132905
1.845819	0.188313
1.838745	0.243515
1.830021	0.298463
1.819656	0.353107
1.807660	0.407398
1.794046	0.461287
1.778826	0.514726
1.762015	0.567667
1.743629	0.620063
1.723686	0.671867
1.702206	0.723033
1.679207	0.773515
1.654712	0.823268
1.628744	0.872249
1.601328	0.920412
1.572488	0.967716
1.542252	1.014119
1.510648	1.059578
1.477705	1.104055
1.443453	1.147509
1.407926	1.189903
1.371154	1.231198
1.333172	1.271358
1.294016	1.310349
1.253720	1.348134
1.212323	1.384682
1.169862	1.419960
1.126376	1.453938
1.081904	1.486585
1.036488	1.517872
0.990169	1.547774
0.942989	1.576263
0.894992	1.603315
0.846220	1.628907
0.796719	1.653017
0.746533	1.675623
0.695708	1.696706
0.644291	1.716249
0.592327	1.734235
0.539865	1.750648
0.486951	1.765476
0.433633	1.778705
0.379960	1.790325
0.325981	1.800326
0.271743	1.808700
0.217297	1.815442
0.162691	1.820545
0.107974	1.824007
0.053196	1.825825
-0.001594	1.825999
-0.056347	1.824530
-0.111013	1.821420
-0.165543	1.816673
-0.219888	1.810295
-0.273999	1.802291
-0.327829	1.792671
-0.381328	1.781444
-0.434448	1.768622
-0.487143	1.754217
-0.539365	1.738242
-0.591066	1.720714
-0.642202	1.701649
-0.692727	1.681065
-0.742594	1.658983
-0.791761	1.635422
-0.840182	1.610405
-0.887816	1.583955
-0.934619	1.556097
-0.980550	1.526858
-1.025568	1.496264
-1.069634	1.464344
-1.112708	1.431127
-1.154753	1.396644
-1.195730	1.360928
-1.235604	1.324010
-1.274340	1.285926
-1.311904	1.246709
-1.348262	1.206397
-1.383383	1.165026
-1.417236	1.122634
-1.449791	1.079260
-1.481019	1.034943
-1.510895	0.989725
-1.539391	0.943646
-1.566482	0.896748
-1.592147	0.849075
-1.616361	0.800670
-1.639105	0.751576
-1.660358	0.701838
-1.680104	0.651502
-1.698324	0.600613
-1.715004	0.549218
-1.730130	0.497363
-1.743689	0.445094
-1.755670	0.392460
-1.766062	0.339508
-1.774859	0.286286
-1.782053	0.232842
-1.787638	0.179224
-1.791611	0.125480
-1.793969	0.071659
-1.794712	0.017810
-1.793838	-0.036019
-1.791352	-0.089780
-1.787254	-0.143424
-1.781552	-0.196903
-1.774250	-0.250170
-1.765356	-0.303175
-1.754880	-0.355872
-1.742832	-0.408214
-1.729223	-0.460153
-1.714067	-0.511643
-1.697380	-0.562638
-1.679176	-0.613093
-1.659473	-0.662962
-1.638290	-0.712201
-1.615647	-0.760767
-1.591566	-0.808615
-1.566068	-0.855703
-1.539179	-0.901990
-1.510922	-0.947433
-1.481325	-0.991994
-1.450415	-1.035632
-1.418220	-1.078309
-1.384771	-1.119987
-1.350098	-1.160628
-1.314234	-1.200199
-1.277212	-1.238662
-1.239065	-1.275985
-1.199828	-1.312134
-1.159539	-1.347078
-1.118233	-1.380787
-1.075949	-1.413230
-1.032726	-1.444380
-0.988602	-1.474209
-0.943618	-1.502691
-0.897816	-1.529802
-0.851237	-1.555517
-0.803923	-1.579816
-0.755918	-1.602676
-0.707265	-1.624079
-0.658009	-1.644006
-0.608194	-1.662440
-0.557866	-1.679366
-0.507069	-1.694769
-0.455851	-1.708636
-0.404257	-1.720957
-0.352335	-1.731721
-0.300130	-1.740919
-0.247691	-1.748544
-0.195065	-1.754590
-0.142299	-1.759054
-0.089441	-1.761931
-0.036538	-1.763221
0.016361	-1.762924
0.069210	-1.761041
0.121961	-1.757574
0.174566	-1.752527
0.226978	-1.745908
0.279150	-1.737721
0.331035	-1.727977
0.382587	-1.716684
0.433760	-1.703854
0.484507	-1.689500
0.534784	-1.673635
0.584545	-1.656275
0.633746	-1.637437
0.682344	-1.617138
0.730294	-1.595397
0.777554	-1.572236
0.824082	-1.547676
0.869837	-1.521740
0.914777	-1.494452
0.958864	-1.465838
1.002058	-1.435925
1.044320	-1.404740
1.085614	-1.372313
1.125903	-1.338672
1.165150	-1.303851
1.203323	-1.267880
1.240386	-1.230792
1.276308	-1.192623
1.311056	-1.153406
1.344601	-1.113179
1.376913	-1.071977
1.407964	-1.029840
1.437726	-0.986804
1.466174	-0.942910
1.493283	-0.898198
1.519030	-0.852708
1.543392	-0.806483
1.566349	-0.759563
1.587880	-0.711993
1.607967	-0.663814
1.626594	-0.615071
1.643744	-0.565809
1.659403	-0.516071
1.673558	-0.465903
1.686198	-0.415351
1.697311	-0.364460
1.706889	-0.313276
1.714925	-0.261845
1.721412	-0.210215
1.726345	-0.158431
1.729722	-0.106540
1.731540	-0.054589
1.731798	-0.002625
1.730498	0.049305
1.727641	0.101155
1.723232	0.152878
1.717275	0.204427
1.709777	0.255757
1.700746	0.306821
1.690190	0.357574
1.678121	0.407969
1.664550	0.457962
1.649491	0.507509
1.632958	0.556564
1.614967	0.605085
1.595535	0.653027
1.574681	0.700348
1.552424	0.747006
1.528786	0.792960
1.503789	0.838167
1.477456	0.882589
1.449812	0.926186
1.420883	0.968919
1.390695	1.010751
1.359276	1.051643
1.326657	1.091561
1.292866	1.130469
1.257936	1.168332
1.221898	1.205117
1.184786	1.240792
1.146633	1.275326
1.107476	1.308688
1.067349	1.340849
1.026290	1.371781
0.984336	1.401457
0.941526	1.429851
0.897898	1.456938
0.853493	1.482696
0.808351	1.507101
0.762514	1.530132
0.716022	1.551771
0.668919	1.571998
0.621247	1.590796
0.573049	1.608150
0.524370	1.624044
0.475253	1.638466
0.425742	1.651403
0.375884	1.662845
0.325722	1.672783
0.275303	1.681208
0.224671	1.688115
0.173873	1.693498
0.122954	1.697353
0.071960	1.699677
0.020938	1.700471
-0.030068	1.699734
-0.081010	1.697468
-0.131843	1.693676
-0.182522	1.688363
-0.233001	1.681534
-0.283234	1.673197
-0.333177	1.663360
-0.382785	1.652033
-0.432014	1.639228
-0.480819	1.624956
-0.529156	1.609233
-0.576983	1.592072
-0.624258	1.573491
-0.670936	1.553507
-0.716978	1.532140
-0.762343	1.509409
-0.806989	1.485335
-0.850877	1.459943
-0.893968	1.433254
-0.936224	1.405295
-0.977608	1.376091
-1.018083	1.345669
-1.057613	1.314059
-1.096162	1.281288
-1.133699	1.247387
-1.170188	1.212388
-1.205598	1.176324
-1.239898	1.139226
-1.273058	1.101129
-1.305049	1.062069
-1.335842	1.022081
-1.365412	0.981202
-1.393731	0.939469
-1.420777	0.896920
-1.446524	0.853595
-1.470952	0.809532
-1.494038	0.764772
-1.515764	0.719357
-1.536109	0.673326
-1.555058	0.626722
-1.572595	0.579588
-1.588703	0.531966
-1.603370	0.483899
-1.616584	0.435432
-1.628334	0.386607
-1.638610	0.337469
-1.647404	0.288063
-1.654710	0.238433
-1.660521	0.188624
-1.664834	0.138681
-1.667645	0.088650
-1.668954	0.038574
-1.668760	-0.011500
-1.667065	-0.061528
-1.663871	-0.111465
-1.659181	-0.161265
-1.653002	-0.210885
-1.645340	-0.260279
-1.636203	-0.309403
-1.625600	-0.358214
-1.613542	-0.406666
-1.600041	-0.454718
-1.585109	-0.502327
-1.568762	-0.549448
-1.551015	-0.596042
-1.531886	-0.642065
-1.511391	-0.687477
-1.489551	-0.732238
-1.466387	-0.776308
-1.441920	-0.819647
-1.416173	-0.862217
-1.389170	-0.903981
-1.360937	-0.944901
-1.331499	-0.984941
-1.300885	-1.024065
-1.269122	-1.062240
-1.236240	-1.099432
-1.202270	-1.135606
-1.167242	-1.170733
-1.131189	-1.204781
-1.094145	-1.237720
-1.056143	-1.269521
-1.017218	-1.300157
-0.977406	-1.329600
-0.936743	-1.357826
-0.895268	-1.384809
-0.853016	-1.410527
-0.810028	-1.434956
-0.766342	-1.458077
-0.721998	-1.479868
-0.677037	-1.500312
-0.631500	-1.519391
-0.585427	-1.537089
-0.538861	-1.553390
-0.491845	-1.568282
-0.444420	-1.581752
-0.396629	-1.593789
-0.348517	-1.604382
-0.300126	-1.613525
-0.251501	-1.621208
-0.202684	-1.627427
-0.153721	-1.632177
-0.104656	-1.635455
-0.055532	-1.637259
-0.006395	-1.637588
0.042713	-1.636443
0.091746	-1.633826
0.140660	-1.629741
0.189413	-1.624193
0.237958	-1.617187
0.286255	-1.608731
0.334258	-1.598833
0.381925	-1.587504
0.429213	-1.574755
0.476080	-1.560598
0.522485	-1.545047
0.568385	-1.528117
0.613740	-1.509825
0.658509	-1.490187
0.702653	-1.469223
0.746132	-1.446952
0.788907	-1.423396
0.830942	-1.398576
0.872197	-1.372516
0.912637	-1.345240
0.952226	-1.316773
0.990928	-1.287143
1.028711	-1.256376
1.065540	-1.224501
1.101383	-1.191548
1.136208	-1.157547
1.169985	-1.122530
1.202684	-1.086528
1.234277	-1.049576
1.264735	-1.011706
1.294033	-0.972954
1.322145	-0.933355
1.349046	-0.892945
1.374714	-0.851762
1.399125	-0.809843
1.422259	-0.767226
1.444096	-0.723951
1.464617	-0.680056
1.483805	-0.635582
1.501644	-0.590569
1.518118	-0.545058
1.533213	-0.499090
1.546918	-0.452707
1.559220	-0.405952
1.570111	-0.358866
1.579580	-0.311492
1.587621	-0.263873
1.594227	-0.216053
1.599393	-0.168073
1.603117	-0.119978
1.605395	-0.071811
1.606226	-0.023615
1.605612	0.024566
1.603553	0.072689
1.600053	0.120710
1.595116	0.168587
1.588747	0.216277
1.580953	0.263736
1.571742	0.310922
1.561123	0.357794
1.549108	0.404308
1.535708	0.450423
1.520936	0.496099
1.504806	0.541294
1.487334	0.585968
1.468537	0.630081
1.448433	0.673594
1.427040	0.716468
1.404379	0.758665
1.380472	0.800148
1.355340	0.840880
1.329007	0.880824
1.301499	0.919945
1.272839	0.958210
1.243056	0.995583
1.212177	1.032032
1.180231	1.067525
1.147246	1.102031
1.113254	1.135519
1.078285	1.167959
1.042373	1.199325
1.005550	1.229587
0.967849	1.258720
0.929307	1.286698
0.889957	1.313498
0.849836	1.339095
0.808980	1.363468
0.767428	1.386595
0.725216	1.408457
0.682384	1.429035
0.638970	1.448311
0.595014	1.466270
0.550556	1.482895
0.505637	1.498174
0.460296	1.512093
0.414575	1.524640
0.368516	1.535806
0.322161	1.545581
0.275551	1.553959
0.228728	1.560931
0.181735	1.566493
0.134614	1.570642
0.087408	1.573374
0.040159	1.574688
-0.007090	1.574584
-0.054296	1.573063
-0.101418	1.570128
-0.148412	1.565782
-0.195237	1.560031
-0.241851	1.552879
-0.288212	1.544336
-0.334277	1.534410
-0.380007	1.523111
-0.425360	1.510449
-0.470295	1.496439
-0.514773	1.481092
-0.558754	1.464424
-0.602198	1.446451
-0.645067	1.427190
-0.687322	1.406660
-0.728927	1.384879
-0.769844	1.361869
-0.810037	1.337651
-0.849470	1.312248
-0.888108	1.285684
-0.925918	1.257983
-0.962865	1.229171
-0.998917	1.199275
-1.034043	1.168323
-1.068211	1.136344
-1.101392	1.103366
-1.133556	1.069421
-1.164675	1.034540
-1.194722	0.998755
-1.223671	0.962098
-1.251496	0.924604
-1.278174	0.886307
-1.303681	0.847242
-1.327995	0.807444
-1.351096	0.766951
-1.372962	0.725799
-1.393577	0.684025
-1.412921	0.641668
-1.430979	0.598766
-1.447735	0.555359
-1.463175	0.511486
-1.477287	0.467186
-1.490059	0.422500
-1.501479	0.377469
-1.511540	0.332132
-1.520233	0.286532
-1.527551	0.240710
-1.533489	0.194706
-1.538042	0.148563
-1.541207	0.102323
-1.542983	0.056025
-1.543369	0.009714
-1.542367	-0.036570
-1.539976	-0.082786
-1.536202	-0.128891
-1.531049	-0.174844
-1.524522	-0.220604
-1.516628	-0.266130
-1.507375	-0.311381
-1.496773	-0.356316
-1.484832	-0.400896
-1.471565	-0.445080
-1.456983	-0.488829
-1.441102	-0.532104
-1.423937	-0.574867
-1.405503	-0.617079
-1.385819	-0.658702
-1.364904	-0.699700
-1.342776	-0.740037
-1.319458	-0.779676
-1.294970	-0.818582
-1.269336	-0.856721
-1.242580	-0.894060
-1.214727	-0.930565
-1.185802	-0.966203
-1.155834	-1.000944
-1.124848	-1.034758
-1.092875	-1.067613
-1.059943	-1.099482
-1.026083	-1.130337
-0.991327	-1.160150
-0.955705	-1.188895
-0.919252	-1.216549
-0.882000	-1.243085
-0.843984	-1.268482
-0.805238	-1.292718
-0.765799	-1.315771
-0.725701	-1.337622
-0.684981	-1.358253
-0.643678	-1.377644
-0.601827	-1.395781
-0.559468	-1.412647
-0.516639	-1.428229
-0.473380	-1.442513
-0.429728	-1.455487
-0.385724	-1.467142
-0.341407	-1.477467
-0.296819	-1.486455
-0.251999	-1.494098
-0.206987	-1.500390
-0.161825	-1.505327
-0.116553	-1.508905
-0.071212	-1.511123
-0.025843	-1.511979
0.019514	-1.511474
0.064817	-1.509609
0.110025	-1.506387
0.155099	-1.501812
0.199997	-1.495890
0.244680	-1.488625
0.289107	-1.480027
0.333238	-1.470104
0.377035	-1.458866
0.420457	-1.446324
0.463467	-1.432491
0.506025	-1.417379
0.548093	-1.401004
0.589635	-1.383382
0.630613	-1.364528
0.670991	-1.344462
0.710733	-1.323201
0.749804	-1.300767
0.788169	-1.277181
0.825793	-1.252464
0.862645	-1.226639
0.898691	-1.199732
0.933899	-1.171766
0.968239	-1.142768
1.001679	-1.112765
1.034192	-1.081785
1.065748	-1.049856
1.096319	-1.017008
1.125880	-0.983271
1.154403	-0.948676
1.181865	-0.913256
1.208241	-0.877041
1.233509	-0.840067
1.257646	-0.802367
1.280633	-0.763975
1.302448	-0.724926
1.323074	-0.685256
1.342492	-0.645002
1.360687	-0.604199
1.377642	-0.562886
1.393345	-0.521099
1.407780	-0.478878
1.420937	-0.436259
1.432805	-0.393282
1.443374	-0.349986
1.452636	-0.306410
1.460582	-0.262594
1.467208	-0.218576
1.472509	-0.174398
1.476479	-0.130098
1.479118	-0.085717
1.480424	-0.041295
1.480397	0.003129
1.479037	0.047513
1.476347	0.091819
1.472332	0.136006
1.466994	0.180036
1.460341	0.223867
1.452378	0.267461
1.443116	0.310779
1.432562	0.353782
1.420727	0.396432
1.407624	0.438691
1.393265	0.480520
1.377663	0.521883
1.360835	0.562743
1.342795	0.603063
1.323562	0.642807
1.303154	0.681941
1.281589	0.720428
1.258889	0.758237
1.235074	0.795332
1.210168	0.831681
1.184192	0.867251
1.157173	0.902013
1.129134	0.935934
1.100102	0.968985
1.070103	1.001137
1.039167	1.032362
1.007320	1.062633
0.974593	1.091922
0.941016	1.120205
0.906619	1.147456
0.871435	1.173652
0.835496	1.198771
0.798834	1.222791
0.761483	1.245690
0.723478	1.267449
0.684853	1.288050
0.645644	1.307475
0.605885	1.325708
0.565614	1.342732
0.524868	1.358534
0.483682	1.373101
0.442096	1.386419
0.400145	1.398480
0.357869	1.409271
0.315306	1.418786
0.272495	1.427016
0.229473	1.433955
0.186281	1.439598
0.142957	1.443941
0.099539	1.446980
0.056068	1.448715
0.012583	1.449145
-0.030878	1.448271
-0.074275	1.446094
-0.117569	1.442617
-0.160721	1.437845
-0.203693	1.431783
-0.246446	1.424438
-0.288942	1.415817
-0.331143	1.405929
-0.373010	1.394784
-0.414507	1.382393
-0.455597	1.368768
-0.496242	1.353923
-0.536407	1.337872
-0.576056	1.320630
-0.615154	1.302214
-0.653665	1.282642
-0.691556	1.261932
-0.728793	1.240103
-0.765343	1.217176
-0.801174	1.193174
-0.836254	1.168117
-0.870553	1.142031
-0.904039	1.114938
-0.936683	1.086865
-0.968458	1.057837
-0.999334	1.027881
-1.029285	0.997026
-1.058285	0.965299
-1.086308	0.932730
-1.113331	0.899349
-1.139328	0.865186
-1.164279	0.830274
-1.188161	0.794644
-1.210953	0.758328
-1.232637	0.721361
-1.253193	0.683775
-1.272604	0.645606
-1.290854	0.606888
-1.307927	0.567656
-1.323808	0.527946
-1.338485	0.487795
-1.351944	0.447239
-1.364176	0.406314
-1.375170	0.365058
-1.384917	0.323508
-1.393410	0.281703
-1.400641	0.239679
-1.406606	0.197474
-1.411300	0.155128
-1.414720	0.112678
-1.416864	0.070163
-1.417731	0.027620
-1.417322	-0.014912
-1.415637	-0.057394
-1.412680	-0.099789
-1.408454	-0.142058
-1.402964	-0.184163
-1.396217	-0.226067
-1.388218	-0.267732
-1.378977	-0.309120
-1.368503	-0.350196
-1.356807	-0.390921
-1.343899	-0.431260
-1.329793	-0.471176
-1.314502	-0.510635
-1.298042	-0.549600
-1.280427	-0.588038
-1.261675	-0.625914
-1.241803	-0.663194
-1.220831	-0.699846
-1.198778	-0.735836
-1.175665	-0.771134
-1.151514	-0.805708
-1.126347	-0.839527
-1.100188	-0.872562
-1.073061	-0.904783
-1.044992	-0.936162
-1.016007	-0.966673
-0.986132	-0.996287
-0.955395	-1.024979
-0.923824	-1.052725
-0.891449	-1.079499
-0.858300	-1.105279
-0.824407	-1.130042
-0.789801	-1.153767
-0.754514	-1.176433
-0.718578	-1.198021
-0.682026	-1.218513
-0.644892	-1.237890
-0.607210	-1.256137
-0.569014	-1.273237
-0.530338	-1.289177
-0.491218	-1.303943
-0.451690	-1.317523
-0.411790	-1.329906
-0.371553	-1.341081
-0.331017	-1.351040
-0.290217	-1.359774
-0.249192	-1.367277
-0.207978	-1.373544
-0.166612	-1.378568
-0.125132	-1.382348
-0.083576	-1.384880
-0.041980	-1.386164
-0.000382	-1.386200
0.041180	-1.384988
0.082669	-1.382531
0.124048	-1.378831
0.165279	-1.373894
0.206326	-1.367725
0.247152	-1.360330
0.287719	-1.351718
0.327993	-1.341897
0.367936	-1.330876
0.407514	-1.318668
0.446690	-1.305283
0.485431	-1.290736
0.523700	-1.275039
0.561466	-1.258209
0.598693	-1.240261
0.635349	-1.221212
0.671401	-1.201081
0.706818	-1.179887
0.741567	-1.157650
0.775619	-1.134390
0.808943	-1.110129
0.841511	-1.084891
0.873292	-1.058699
0.904260	-1.031576
0.934387	-1.003549
0.963646	-0.974644
0.992013	-0.944886
1.019462	-0.914304
1.045970	-0.882927
1.071514	-0.850782
1.096070	-0.817900
1.119619	-0.784310
1.142139	-0.750045
1.163612	-0.715134
1.184019	-0.679610
1.203342	-0.643506
1.221566	-0.606855
1.238674	-0.569690
1.254652	-0.532044
1.269488	-0.493953
1.283167	-0.455452
1.295680	-0.416574
1.307016	-0.377355
1.317166	-0.337832
1.326121	-0.298039
1.333875	-0.258014
1.340422	-0.217791
1.345757	-0.177408
1.349876	-0.136901
1.352776	-0.096306
1.354457	-0.055661
1.354917	-0.015002
1.354157	0.025635
1.352180	0.066213
1.348987	0.106695
1.344583	0.147045
1.338973	0.187227
1.332164	0.227205
1.324161	0.266943
1.314974	0.306406
1.304611	0.345558
1.293084	0.384364
1.280403	0.422789
1.266581	0.460800
1.251632	0.498363
1.235570	0.535443
1.218410	0.572009
1.200168	0.608027
1.180863	0.643466
1.160513	0.678294
1.139136	0.712481
1.116754	0.745996
1.093386	0.778810
1.069055	0.810894
1.043784	0.842219
1.017596	0.872758
0.990516	0.902485
0.962568	0.931372
0.933780	0.959396
0.904177	0.986531
0.873786	1.012754
0.842637	1.038042
0.810757	1.062374
0.778176	1.085727
0.744925	1.108082
0.711032	1.129420
0.676531	1.149723
0.641451	1.168972
0.605826	1.187153
0.569687	1.204248
0.533069	1.220244
0.496003	1.235128
0.458525	1.248887
0.420668	1.261510
0.382466	1.272985
0.343955	1.283305
0.305169	1.292461
0.266144	1.300445
0.226914	1.307252
0.187515	1.312876
0.147983	1.317314
0.108354	1.320562
0.068663	1.322619
0.028947	1.323483
-0.010760	1.323156
-0.050421	1.321639
-0.090001	1.318933
-0.129463	1.315043
-0.168774	1.309973
-0.207897	1.303728
-0.246797	1.296316
-0.285440	1.287744
-0.323790	1.278021
-0.361815	1.267157
-0.399479	1.255162
-0.436750	1.242049
-0.473593	1.227830
-0.509977	1.212518
-0.545868	1.196130
-0.581236	1.178680
-0.616048	1.160185
-0.650274	1.140663
-0.683883	1.120133
-0.716847	1.098613
-0.749135	1.076124
-0.780719	1.052687
-0.811572	1.028324
-0.841666	1.003058
-0.870975	0.976913
-0.899474	0.949912
-0.927137	0.922082
-0.953940	0.893447
-0.979860	0.864034
-1.004875	0.833871
-1.028962	0.802985
-1.052101	0.771404
-1.074272	0.739159
-1.095456	0.706278
-1.115634	0.672791
-1.134790	0.638730
-1.152907	0.604126
-1.169970	0.569010
-1.185964	0.533414
-1.200876	0.497370
-1.214693	0.460913
-1.227405	0.424074
-1.239000	0.386888
-1.249470	0.349388
-1.258805	0.311608
-1.266999	0.273583
-1.274045	0.235346
-1.279938	0.196933
-1.284674	0.158379
-1.288249	0.119718
-1.290662	0.080985
-1.291910	0.042215
-1.291995	0.003442
-1.290918	-0.035297
-1.288679	-0.073968
-1.285283	-0.112537
-1.280733	-0.150969
-1.275035	-0.189229
-1.268194	-0.227283
-1.260219	-0.265098
-1.251117	-0.302638
-1.240898	-0.339872
-1.229571	-0.376764
-1.217148	-0.413283
-1.203642	-0.449396
-1.189065	-0.485071
-1.173431	-0.520277
-1.156756	-0.554981
-1.139056	-0.589153
-1.120347	-0.622763
-1.100648	-0.655781
-1.079976	-0.688178
-1.058352	-0.719925
-1.035795	-0.750995
-1.012328	-0.781359
-0.987971	-0.810992
-0.962748	-0.839868
-0.936683	-0.867960
-0.909799	-0.895245
-0.882121	-0.921698
-0.853676	-0.947298
-0.824489	-0.972020
-0.794587	-0.995845
-0.763999	-1.018751
-0.732752	-1.040718
-0.700875	-1.061729
-0.668397	-1.081763
-0.635348	-1.100806
-0.601759	-1.118840
-0.567660	-1.135850
-0.533082	-1.151821
-0.498057	-1.166741
-0.462617	-1.180597
-0.426794	-1.193377
-0.390621	-1.205072
-0.354131	-1.215670
-0.317356	-1.225165
-0.280331	-1.233547
-0.243089	-1.240812
-0.205663	-1.246954
-0.168088	-1.251967
-0.130397	-1.255849
-0.092624	-1.258596
-0.054804	-1.260209
-0.016971	-1.260686
0.020842	-1.260028
0.058600	-1.258236
0.096269	-1.255314
0.133815	-1.251265
0.171206	-1.246094
0.208407	-1.239806
0.245384	-1.232408
0.282106	-1.223909
0.318538	-1.214316
0.354649	-1.203639
0.390407	-1.191889
0.425779	-1.179078
0.460734	-1.165218
0.495240	-1.150323
0.529268	-1.134407
0.562787	-1.117485
0.595768	-1.099573
0.628180	-1.080689
0.659997	-1.060851
0.691188	-1.040077
0.721728	-1.018387
0.751589	-0.995801
0.780745	-0.972341
0.809170	-0.948028
0.836839	-0.922886
0.863729	-0.896937
0.889815	-0.870206
0.915076	-0.842717
0.939488	-0.814497
0.963032	-0.785571
0.985686	-0.755966
1.007431	-0.725709
1.028249	-0.694828
1.048121	-0.663351
1.067030	-0.631308
1.084961	-0.598728
1.101898	-0.565641
1.117828	-0.532077
